Review Rating;Review Writer;Title;Date Published;Verify Status;Country;Aircraft;Route;Type Of Traveller;Seat type;Date Flown;Value For Money (rating out of five);Seat Comfort (rating out of five);Cabin Staff Service (rating out of five);Food & Beverages (rating out of five);inflight_entertainment (rating out of five);Wifi & Connectivity (rating out of five);Ground Service (rating out of five);Recommended
3;M Ratrime;"""do not have a competitive product""";2016-06-19;Verified Review;Switzerland;Boeing 777-300 / B737;GYE to LYS via AMS;Solo Leisure;Business Class;June 2016;2;1;5;2;2;1;4;no
9;M Ratrime;"""quality of food was good""";2016-06-18;Verified Review;Switzerland;Boeing 737 / 777-300;LYS to GYE via AMS;Solo Leisure;Economy Class;June 2016;5;4;5;4;4;2;5;yes
9;T A Batten;"""FA's were very professional""";2016-06-18;Verified Review;Netherlands;Boeing 747-400;ORD to AMS;Solo Leisure;Economy Class;June 2016;5;4;5;4;5;n/a;5;yes
9;V Nhoun;"""staff friendly and professional""";2016-06-18;Verified Review;Cambodia;Boeing 777-300er;BKK to AMS;Solo Leisure;Economy Class;March 2016;5;4;5;5;4;n/a;4;yes
10;Mingxiu Huang;"""seat is very relaxing""";2016-06-11;Verified Review;Singapore;Boeing 777-200ER;DPS to SIN;Solo Leisure;Business Class;June 2016;5;5;5;5;5;n/a;5;yes
2;V Edwards;"""expected much better""";2016-06-10;Verified Review;United Kingdom;Boeing 737-700;ABZ to PRG via AMS;Solo Leisure;Economy Class;April 2016;2;2;3;1;n/a;n/a;2;no
10;Ian Sinclair;"""friendly cabin crew""";2016-06-09;Verified Review;Netherlands;Boeing 777;AMS to DXB;Business;Business Class;June 2016;4;5;5;5;2;n/a;4;yes
7;David Starkie;"""seats very narrow""";2016-06-07;Verified Review;United Kingdom;Boeing 777;JNB to AMS;Couple Leisure;Economy Class;June 2016;3;2;4;4;3;n/a;4;yes
10;Mingxiu Huang;"""would recommend KLM""";2016-06-06;Verified Review;Singapore;Boeing 777-206ER;SIN to DPS;Solo Leisure;Economy Class;June 2016;5;5;5;5;4;n/a;5;yes
10;O Gardener;"""pretty tasty food""";2016-06-05;Verified Review;Canada;A330-300 / Boeing 777-200;YVR to BCN via AMS;Solo Leisure;Economy Class;May 2016;5;4;5;5;5;n/a;5;yes
10;N F de Deugd;"""crew were very professional""";2016-06-05;Verified Review;Netherlands;Boeing 787-9;AMS to XMN;Solo Leisure;Business Class;May 2016;5;5;5;5;4;4;5;yes
9;B Standen;"""service onboard was swift""";2016-05-25;Verified Review;Switzerland;Boeing 747-400;CUR to AMS;Business;Business Class;May 2016;4;4;5;4;2;n/a;5;yes
1;J Neane;"""chaos with overbooked flight""";2016-05-24;Verified Review;United Kingdom;n/a;LHR to AMS;Business;Economy Class;May 2016;1;2;2;n/a;n/a;n/a;1;no
3;S Elbin;"""no more KLM for our family""";2016-05-20;Verified Review;Netherlands;Boeing 747-400;CUR to AMS;Family Leisure;Business Class;April 2016;1;4;4;1;4;n/a;1;no
10;James DeJong;"""excellent service, meals delicious""";2016-05-19;Verified Review;Canada;Boeing 747-400;AMS to YYZ;Family Leisure;Economy Class;May 2016;4;5;5;5;5;n/a;5;yes
8;Daniel Souwer;"""crew was extremely cheerful""";2016-05-14;Verified Review;Netherlands;Boeing 737-800;MAD to AMS;Couple Leisure;Economy Class;October 2015;4;3;4;3;n/a;n/a;4;yes
7;Aart de Vos;"""SkyPriority worked well""";2016-05-14;Verified Review;Netherlands;Boeing 737;TLS to AMS;Solo Leisure;Economy Class;May 2016;4;3;4;2;n/a;n/a;2;yes
4;Tony Williams;"""partly good, partly bad""";2016-05-13;Verified Review;United Kingdom;Boeing 777;MAN to BKK via AMS;Business;Business Class;May 2016;1;3;5;1;2;n/a;1;no
8;Yann Pleindoux;"""problem was organisation in Bordeaux""";2016-05-08;Verified Review;Netherlands;Boeing 737-700;BOD to AMS;Business;Premium Economy;May 2016;5;5;5;n/a;n/a;n/a;1;yes
8;Hazel Gibbs;"""flight was punctual""";2016-05-04;Verified Review;Netherlands;Embraer;AMS to OSL;Solo Leisure;Economy Class;May 2016;3;4;4;3;n/a;n/a;2;yes
8;Aron D'hondt;"""crew friendly and helpful""";2016-05-03;Verified Review;Belgium;Boeing 787-900;GIG to AMS;Couple Leisure;Economy Class;April 2016;4;3;5;4;4;4;3;yes
10;Mingxiu Huang;"""seat was very comfortable""";2016-05-03;Verified Review;Singapore;Boeing 777-306ER;KUL to CGK;Solo Leisure;Economy Class;March 2016;5;5;5;5;5;n/a;5;yes
2;Thomas Boehm;"""extremely unhappy camper""";2016-05-02;Verified Review;United States;n/a;ORD to NBO via AMS;Business;Premium Economy;March 2016;1;1;2;3;2;1;3;no
8;T Doran;"""a nice airplane""";2016-04-30;Verified Review;Belgium;Boeing 787-900;AMS to GIG;Couple Leisure;Economy Class;April 2016;5;3;5;4;4;4;4;yes
7;Phillip Solomon;"""made one feel very welcome""";2016-04-24;Verified Review;Canada;Boeing 747-400;AMS to YYZ;Business;Business Class;April 2016;4;3;4;4;4;n/a;4;yes
7;Aart De Vos;"""transported us from A to B""";2016-04-23;Verified Review;Netherlands;Embraer 190;AMS to BGO;Couple Leisure;Economy Class;April 2016;4;3;3;3;n/a;n/a;4;yes
1;P Garret;"""an incompetent airline""";2016-04-18;Verified Review;Philippines;n/a;CDG to MNL via AMS;Couple Leisure;Business Class;March 2016;1;2;1;1;n/a;n/a;1;no
5;Richard Redmond;"""food selection has deteriorated""";2016-04-16;Verified Review;United Kingdom;Boeing 747-400;LHR to HKG via AMS;Solo Leisure;Business Class;April 2016;2;4;3;n/a;2;3;3;yes
5;A Maynard;"""onboard service pretty poor""";2016-04-11;Verified Review;United Kingdom;Boeing 777-200 / 737-800;GRU to MAN via AMS;Solo Leisure;Business Class;April 2016;2;3;1;1;2;n/a;3;no
7;A Maynard;"""the worst business class seat""";2016-04-11;Verified Review;United Kingdom;Boeing 737-800 / 777-300;MAN to LIM via AMS;Solo Leisure;Business Class;April 2016;3;1;5;4;3;n/a;4;yes
8;Francis Wong;"""cheapest business class ever""";2016-04-10;Verified Review;Hong Kong;Boeing 777-200;SIN to DPS;Solo Leisure;Business Class;April 2016;4;4;4;4;4;n/a;3;yes
3;T Dorfman;"""stuck eating a vegetarian meal""";2016-04-10;Verified Review;United States;n/a;YVR to TLV via AMS;Solo Leisure;Economy Class;April 2016;2;1;3;1;3;1;3;yes
9;C Rogers;"""feel respected and appreciated""";2016-04-09;Verified Review;Hong Kong;Boeing 777-300ER;DPS to SIN;Solo Leisure;Business Class;April 2016;5;5;5;5;4;n/a;3;yes
8;Caroline Howe;"""excellent customer service """;2016-04-09;Not Verified;United Kingdom;Boeing 777;LBA to KUL via AMS;Couple Leisure;Economy Class;March 2016;5;4;4;4;5;n/a;5;yes
7;Alain Kupferman;"""disappointed by old business class""";2016-04-08;Verified Review;Thailand;Boeing 777-300;BKK to GVA via AMS;Business;Business Class;April 2016;5;3;5;4;4;n/a;4;yes
2;John Clift;"""continued to go downhill""";2016-04-04;Verified Review;United Kingdom;Boeing 747 combi;IAD to AMS;Business;Economy Class;April 2016;1;1;1;1;1;n/a;1;no
10;A Watters;"""an excellent flight""";2016-03-25;Verified Review;United States;A330;AMS to SFO;Couple Leisure;Business Class;March 2016;5;4;5;5;4;n/a;4;yes
2;Mark Johnson;"""not a pleasant experience""";2016-03-22;Verified Review;United Kingdom;Boeing 777;LHR to ACC via AMS;Business;Business Class;March 2016;1;2;3;1;1;1;1;no
10;Bobbie Chen;"""one of the best flights with KLM""";2016-03-05;Verified Review;Taiwan;Boeing 777-200;AMS to TPE ;Solo Leisure;Business Class;March 2016;5;5;5;n/a;5;n/a;5;yes
9;P Miller;"""good value for money""";2016-03-02;Verified Review;United Kingdom;Boeing 777-200;LHR to KIX via AMS;Couple Leisure;Business Class;February 2016;5;5;5;3;5;n/a;5;yes
4;Luciano Medica;"""experience isn't comfortable""";2016-02-29;Verified Review;Netherlands;Boeing 737-700;AMS to IST;Solo Leisure;Economy Class;January 2016;2;1;4;2;n/a;n/a;3;no
6;Brendan Fagan;"""plenty of leg room""";2016-02-24;Verified Review;United Kingdom;Boeing 747;BRS to NBO via AMS;Business;Premium Economy;January 2016;3;2;5;5;4;n/a;4;yes
9;H Murie;"""I would fly them again""";2016-02-24;Verified Review;United Kingdom;Boeing  737;AMS to GLA;Couple Leisure;Economy Class;February 2016;4;5;5;4;n/a;n/a;5;yes
5;Daffa Ghifari;"""seat was pretty decent""";2016-02-07;Not Verified;Indonesia;Boeing 777-300;KUL to CGK;Family Leisure;Economy Class;January 2016;5;3;4;4;1;n/a;4;yes
10;Michael Wiesebron;"""KLM is a different world""";2016-02-02;Not Verified;United Kingdom;Boeing 737;LHR to AMS;Business;Economy Class;January 2016;4;5;5;5;n/a;n/a;5;yes
10;Aeron Aquno;"""will fly KLM again""";2016-02-01;Not Verified;United Kingdom;Boeing 777-200;NRT to AMS;Solo Leisure;Economy Class;December 2015;5;4;5;4;4;n/a;4;yes
5;M Knight;"""seats in economy are extremely narrow"" ";2016-01-30;Not Verified;United Kingdom;E190, Boeing 747-400 Combi;LHR to HKG via AMS;Solo Leisure;Economy Class;January 2016;5;2;4;n/a;3;n/a;4;no
7;Jan Esbech;"""flight attendants were nice and helpful""";2016-01-27;Not Verified;Denmark;n/a;CPH to AMS;Business;Economy Class;January 2016;3;3;3;n/a;n/a;n/a;4;yes
10;Julie Driscoll;"""fly with KLM again""";2016-01-25;Not Verified;Canada;n/a;EDI to YYZ via AMS;Family Leisure;Economy Class;December 2015;5;5;5;5;5;n/a;5;yes
1;Kurt Wahlstedt;"""complete ignorance from KLM """;2016-01-24;Not Verified;Sweden;Boeing 777-300;AMS to LIM;Couple Leisure;Business Class;January 2016;1;2;3;4;n/a;n/a;1;no
9;J Mollen;"""a great experience""";2016-01-23;Not Verified;Netherlands;Boeing 777-200;AMS to JFK;Solo Leisure;Economy Class;October 2015;5;4;5;5;5;n/a;4;yes
10;Melanie Reid;"""it is an excellent airline""";2016-01-19;Not Verified;Canada;n/a;YVR to BRU via AMS;Couple Leisure;Premium Economy;November 2015;4;4;5;5;5;5;4;yes
8;David Etcheberry;"""going to miss Schiphol""";2016-01-19;Not Verified;Saudi Arabia;n/a;DMM to AMS;Solo Leisure;Premium Economy;November 2015;4;3;4;4;4;2;4;yes
4;Fredrik Haglund;"""more and more like low cost""";2016-01-18;Not Verified;Sweden;Boeing 777-200 / 737-800;ATL to ARN via AMS;Solo Leisure;Economy Class;December 2015;3;3;4;2;3;n/a;2;no
8;Laurens Artiles;"""one of my favourite airlines""";2016-01-14;Not Verified;Netherlands;Boeing 747-400;MEX to AMS;Family Leisure;Economy Class;January 2016;4;3;5;4;4;n/a;5;yes
5;A Althani;"""never going on this airline again""";2016-01-11;Not Verified;United Kingdom;n/a;AMS to DXB;Family Leisure;Business Class;January 2016;3;1;4;1;1;n/a;1;no
10;Karla Flambert;"""I felt well cared for""";2016-01-08;Not Verified;United Kingdom;n/a;YYC to CWL via AMS;Family Leisure;Economy Class;January 2016;4;4;5;4;n/a;n/a;5;yes
9;Kah Kay Au;"""good crisis management""";2016-01-06;Not Verified;Singapore;Boeing 777-300 ER / 737-300;SIN to OSL via AMS;Solo Leisure;Premium Economy;December 2015;4;4;4;4;3;4;4;yes
7;T Harvey;"""good and relaxed experience""";2016-01-05;Not Verified;Canada;A330-200;AMS to YVR;Couple Leisure;Economy Class;January 2016;4;2;4;2;2;n/a;3;yes
7;Calum Austin;"""only choose for the price """;2016-01-05;Not Verified;United Kingdom;Boeing 737-800;LHR to AMS;Couple Leisure;Economy Class;January 2016;4;4;4;4;n/a;n/a;4;no
7;P Kniebusch;"""cramped economy seats""";2016-01-05;Not Verified;South Africa;Boeing 777-200 / E90;CPT to TXL via AMS;Business;Economy Class;December 2015;4;1;5;4;5;n/a;4;yes
9;Robert Walbeek;"""a bit more legroom""";2016-01-04;Not Verified;China;n/a;AMS to PVG;Business;Premium Economy;January 2016;5;5;5;4;n/a;n/a;4;yes
8;Justin Wiratomo;"""seat slightly uncomfortable""";2016-01-04;Not Verified;Indonesia;Boeing 777-200;CGK to MAN via KUL / AMS;Family Leisure;Economy Class;December 2015;4;3;5;5;3;n/a;4;yes
8;Robert Lynch;"""seats quite comfortable""";2016-01-03;Not Verified;United States;Boeing 777 / A330-200;ATL to ACC via AMS;Solo Leisure;Business Class;December 2015;4;4;5;3;4;n/a;4;yes
6;R Simon;"""three out of four flights delayed""";2015-12-31;Not Verified;Austria;Boeing 737-800;VIE to AMS;Solo Leisure;Economy Class;December 2015;4;4;5;3;n/a;n/a;3;yes
10;O Weisz;"""cabin staff was friendly""";2015-12-31;Not Verified;Netherlands;Boeing 777-300;AMS to BKK;Couple Leisure;Economy Class;November 2015;5;4;4;5;5;n/a;5;yes
8;Hazel Gibbs;"""fine except for the snack""";2015-12-25;Not Verified;Netherlands;Boeing 737-800;Amsterdam to Oslo;Couple Leisure;Economy Class;December 2015;4;3;3;1;n/a;n/a;3;yes
9;Norbert Fink;"""meals and service good""";2015-12-19;Not Verified;Austria;Boeing 777;CLO to AMS;Solo Leisure;Economy Class;November 2015;5;4;5;4;4;n/a;3;yes
2;George Hous;"""seats very uncomfortable""";2015-12-19;Not Verified;Spain;Boeing 777-300;BKK to BCN via AMS;Solo Leisure;Economy Class;December 2015;2;2;4;3;2;n/a;1;no
7;S Karykas;"""friendly and cheerful""";2015-12-17;Not Verified;Greece;Boeing 737-800;Athens to Amsterdam;Solo Leisure;Economy Class;December 2015;5;4;5;1;3;n/a;4;yes
6;Timothy Wills;"""happy I am now in Hong Kong""";2015-12-17;Not Verified;United Kingdom;Boeing 747-400;MAN to HKG via AMS;Couple Leisure;Economy Class;December 2015;4;1;5;4;3;n/a;3;yes
4;F MacKillop;"""I'm done with KLM""";2015-12-13;Not Verified;United Kingdom;Boeing 747-400;AMS to HKG;Solo Leisure;Economy Class;December 2015;3;1;3;2;1;n/a;2;no
8;A Althani;"""attendants were professional""";2015-12-12;Not Verified;Qatar;B777/B747-400;DXB to LAX via AMS;Family Leisure;Business Class;December 2015;5;4;4;5;2;n/a;5;yes
7;John Park;"""Service was efficient""";2015-12-11;Not Verified;South Korea;Boeing 747-400;AMS to ICN;Family Leisure;Business Class;September 2015;4;4;4;4;3;n/a;5;yes
7;Peter Boehm;"""seat pitch acceptable""";2015-12-07;Not Verified;Austria;Boeing 737-800;BCN to AMS;Business;Economy Class;November 2015;3;3;4;4;n/a;n/a;3;yes
5;Monday Ikhureigbe;"""cancelled without notification""";2015-12-06;Not Verified;Nigeria;n/a;LOS to JFK via AMS;Solo Leisure;Economy Class;December 2015;2;4;3;4;3;n/a;2;yes
2;Julia Simon;"""not recommend flying them""";2015-12-06;Not Verified;Australia;Boeing 747-400;Seoul to Amsterdam;Couple Leisure;Economy Class;December 2015;2;2;2;1;1;n/a;5;no
6;Brian Reed;"""bags from London not on flight""";2015-12-01;Not Verified;United Kingdom;Boeing 747;LHR to MNL via AMS;Couple Leisure;Economy Class;November 2015;4;3;5;5;3;n/a;3;yes
10;N Siotto;"""Very comfortable flight""";2015-11-30;Not Verified;United Kingdom;Boeing 787;AMS to AUH;Solo Leisure;Economy Class;November 2015;5;5;5;n/a;5;n/a;5;yes
7;Martin Halshaw;"""getting rebooked was a disaster""";2015-11-30;Not Verified;United Kingdom;n/a;MAN to BOG via AMS/LHR;Solo Leisure;Economy Class;October 2015;4;4;4;4;4;n/a;1;yes
10;Henk Dijk;"""made a lot of improvements""";2015-11-29;Not Verified;Netherlands;Boeing 777-200;AMS to CPT;Solo Leisure;Business Class;November 2015;5;5;5;5;5;n/a;4;yes
6;J Choo;"""seats too close to each other""";2015-11-29;Not Verified;Singapore;n/a;SIN to JFK via AMS;Solo Leisure;Economy Class;November 2015;4;2;4;3;4;n/a;5;yes
3;Adam Wang;"""airline is so unreliable""";2015-11-27;Not Verified;United Kingdom;AERO85/B747COMBI;LCY to PEK via AMS;Solo Leisure;Economy Class;November 2015;3;3;4;3;3;n/a;2;no
2;P Dhamers;"""last experience with KLM""";2015-11-21;Not Verified;Belgium;Boing 747-400;AMS to BJS;Solo Leisure;Economy Class;November 2015;2;1;3;1;3;1;3;no
5;Henk Ham;"""not recommend on longer flights""";2015-11-18;Not Verified;Netherlands;Boeing 737-800;Amsterdam to Helsinki;Business;Economy Class;November 2015;2;1;4;1;1;1;3;no
10;Tom Batten;"""seat quite comfortable""";2015-11-18;Not Verified;Netherlands;A330-300;ATL to AMS;Solo Leisure;Economy Class;November 2015;5;5;5;5;4;n/a;5;yes
6;A Colta;"""prices quite high for what you get""";2015-11-18;Not Verified;Netherlands;n/a;AMS to LIM;Couple Leisure;Economy Class;November 2015;3;1;2;3;3;1;4;no
1;W Baverstock;"""had to pay for carryon""";2015-11-16;Not Verified;Canada;n/a;Paris to Rome;Couple Leisure;Economy Class;August 2015;1;3;4;4;4;n/a;1;no
2;Debbie Kiraly;"""no other flight was cancelled""";2015-11-14;Not Verified;Canada;n/a;BCN to YEG via AMS;Family Leisure;Economy Class;October 2015;1;1;1;n/a;n/a;n/a;3;no
8;Ken Mackenzie;"""impressed at KLM's customer care""";2015-11-13;Not Verified;United Kingdom;Embraer 190;AMS to LHR;Business;Economy Class;November 2015;4;3;3;n/a;n/a;n/a;4;yes
6;Alys Boddé;"""Customer Care is a disaster""";2015-11-13;Not Verified;Taiwan;n/a;Amsterdam to Taipei;Couple Leisure;Business Class;June 2015;3;4;5;5;4;n/a;1;no
10;Merve Senay;"""service was great""";2015-11-11;Not Verified;Germany;F70;AMS to FRA;Solo Leisure;Economy Class;November 2015;5;5;5;5;n/a;n/a;5;yes
6;F Kleinen Hammans;"""seats now 10 abreast""";2015-11-11;Not Verified;Netherlands;Boeing 777-200;AMS to FUK;Couple Leisure;Economy Class;October 2015;2;2;4;4;3;n/a;1;yes
1;S Sielaff;"""happier walking instead of KLM""";2015-11-10;Not Verified;Germany;n/a;DUS to BOD via AMS;Family Leisure;Economy Class;May 2015;1;2;2;1;1;1;1;no
8;Michel Diepeveen;"""happy with the service""";2015-11-09;Not Verified;United Kingdom;Boeing 737-700;Amsterdam to Geneva;Solo Leisure;Premium Economy;October 2015;5;3;5;4;n/a;n/a;5;yes
9;M Savill;"""first baby trip a great pleasure""";2015-11-06;Not Verified;Canada;n/a;LIS to YYC via AMS;Family Leisure;Economy Class;November 2015;5;4;5;4;4;n/a;5;yes
8;A Sims;"""pretty average experience""";2015-11-03;Not Verified;United States;n/a;SFO to FCO via AMS;Couple Leisure;Economy Class;July 2015;4;4;3;4;5;n/a;4;yes
1;M Heaney;"""worst flight I have had""";2015-10-28;Not Verified;United Kingdom;n/a;AUH to AMS;Business;Economy Class;October 2015;1;1;1;1;1;n/a;3;no
10;Stefan Weisshappel;"""real Dutch hospitality""";2015-10-26;Not Verified;Ukraine;Boeing 737-800;KBP to BCN via AMS;Family Leisure;Economy Class;October 2015;5;4;5;4;2;n/a;4;yes
1;K Mcdonnel;"""clerk completely unhelpful""";2015-10-24;Not Verified;Canada;n/a;Barcelona to Amsterdam;Business;Business Class;October 2015;3;3;1;n/a;n/a;n/a;1;no
2;N Brown;"""rude and miserable""";2015-10-21;Not Verified;United States;n/a;Prague to Amsterdam;Couple Leisure;Economy Class;August 2015;3;2;5;n/a;n/a;n/a;1;no
8;John Rees;"""efficient service""";2015-10-17;Not Verified;Bahrain;A330-200;BA to AMS via AUH;Business;Economy Class;October 2015;3;3;5;4;2;n/a;3;yes
4;Linda Evans;"""Aeroflot several notches above KLM""";2015-10-17;Not Verified;United Kingdom;n/a;Moscow to Amsterdam;Solo Leisure;Business Class;October 2015;2;3;3;1;n/a;n/a;3;no
2;Russell Partridge;"""business class was coach seats""";2015-10-16;Not Verified;United States;Boeing 737-800;SVO to AMS;Business;Business Class;October 2015;1;1;3;3;1;1;1;no
6;H Mung;"""would use again""";2015-10-15;Not Verified;United Kingdom;Boeing 737;London to Amsterdam;Business;Economy Class;October 2015;3;4;4;3;n/a;n/a;4;yes
8;Glenn Johnston;"""leg room was great""";2015-10-14;Not Verified;Australia;Boeing 777-200 ;KUL to AMS;Business;Economy Class;October 2015;4;3;4;2;4;n/a;4;yes
1;Alan Jervis;"""shameless rip-off""";2015-10-13;Not Verified;United Kingdom;n/a;VCE to MAN via AMS;Solo Leisure;Economy Class;October 2015;1;1;1;n/a;n/a;n/a;1;no
8;K Coles;"""food was delicious""";2015-10-12;Not Verified;Canada;n/a;PRG to YYZ via AMS;Solo Leisure;Economy Class;October 2015;4;2;5;3;5;n/a;3;yes
10;Kees Leendertse;"""price was very competitive""";2015-10-09;Not Verified;Brazil;Boeing 777;BCN to GIG via AMS;Business;Business Class;September 2015;5;5;5;5;4;n/a;5;yes
10;Beverly Hagen;"""the staff so personable""";2015-10-08;Not Verified;Canada;Boeing 747-400;Amsterdam to Calgary;Couple Leisure;Economy Class;October 2015;5;5;5;5;5;n/a;5;yes
1;Richelle Corbo;"""had to find and pay our own way""";2015-10-05;Not Verified;United States;n/a;Florence to Amsterdam;Couple Leisure;Economy Class;October 2015;1;1;2;n/a;n/a;n/a;1;no
9;N Crabtree;"""Embraer 190 is comfortable""";2015-10-04;Not Verified;United Kingdom;Embraer 190;BHX to AMS;Family Leisure;Economy Class;September 2015;4;4;4;3;n/a;n/a;4;yes
1;D Houghton;"""Will never fly KLM again""";2015-10-02;Not Verified;Canada;Embraer;Florence to Amsterdam;Couple Leisure;Economy Class;October 2015;2;2;4;n/a;n/a;n/a;1;no
10;C Jones;"""fly again with them""";2015-09-29;Not Verified;Norway;Boeing 737;NCL to OSL via AMS;Couple Leisure;Economy Class;September 2015;5;4;5;3;n/a;n/a;4;yes
3;Francis Rousseau;"""old seats seem at least 20 years old""";2015-09-29;Not Verified;France;Boeing 777;Hangzhou to Amsterdam;Couple Leisure;Business Class;September 2015;2;1;1;1;3;1;3;no
8;Max Raatjes;"""food decent on long-haul flights""";2015-09-27;Not Verified;Netherlands;Boeing 777-200;New York to Amsterdam;Solo Leisure;Economy Class;September 2015;4;4;5;4;4;n/a;5;yes
8;Michael Little;"""a good experience with KLM""";2015-09-25;Not Verified;Australia;Boeing 737;Madrid to Amsterdam;Couple Leisure;Business Class;September 2015;4;4;4;4;n/a;n/a;4;yes
